	id	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	speechiness	tempo	valence	genre
2608	Prélude à l'après-midi d'un faune, L. 86: Prélude à l'après-midi d'un faune	0.975	0.0754	672480	0.0591	0.929	8	0.0675	-25.755	0.044000000000000004	78.715	0.0324	classical
2609	Préludes / Book 1, L.117: 8. La fille aux cheveux de lin - Live	0.992	0.321	189000	0.00249	0.93	6	0.0636	-40.497	0.0745	174.72799999999998	0.0808	classical
2610	Images For Orchestra, L. 122 / 2. Ibéria: 1. Par les rues et par les chemins	0.85	0.2	431013	0.121	0.435	5	0.185	-21.551	0.0345	79.211	0.237	classical
2611	Pour le piano: I. Prelude	0.983	0.243	246093	0.0881	0.821	0	0.132	-24.561	0.0394	164.887	0.0359	classical
2612	String Quartet in G Minor, Op.10: Animé et très décidé	0.9590000000000001	0.28600000000000003	381067	0.115	0.82	3	0.0644	-20.152	0.0509	111.78	0.0951	classical
2613	Images, Book 1: No. 1. Reflets dans l'eau	0.991	0.256	296827	0.0303	0.9440000000000001	1	0.17600000000000002	-26.499000000000002	0.0405	171.813	0.0372	classical
2614	Jeux, poème dansé, L.126	0.9670000000000001	0.19699999999999998	963000	0.0685	0.785	11	0.184	-27.041	0.0445	110.51100000000001	0.0346	classical
2615	Images - Book 2, L. 111: 6. Poissons d'or (Animé)	0.993	0.289	252360	0.0251	0.934	6	0.114	-27.066	0.0345	73.061	0.0334	classical
2616	Sonata For Flute, Viola And Harp, L. 137: 1. Pastorale	0.988	0.27	427187	0.0304	0.691	5	0.107	-26.495	0.0512	112.95700000000001	0.0387	classical
2617	12 Etudes, L.136: 11. Pour les Arpèges composés	0.9890000000000001	0.20600000000000002	288000	0.0126	0.904	1	0.0808	-32.604	0.0488	64.172	0.0492	classical
2618	Sonate pour violoncelle et piano en Ré Mineur, L. 135: I. Prologue. Lent, sostenuto e molto risoluto	0.9790000000000001	0.179	250800	0.0139	0.698	2	0.114	-28.802	0.0443	83.52	0.10300000000000001	classical
2619	Debussy: En blanc et noir, for Piano 4-Hands, L. 139: I. Avec emportement (Live)	0.992	0.38	239840	0.14400000000000002	0.872	7	0.11800000000000001	-18.992	0.0305	97.559	0.0624	classical
2620	Sonata in G Minor for Violin & Piano, L. 140: 1. Allegro vivo	0.978	0.195	292479	0.0286	0.0668	2	0.0604	-23.37	0.0497	84.234	0.0387	classical
2621	Préludes - Book 2, L.123: 1. Brouillards	0.9940000000000001	0.26	148800	0.013000000000000001	0.9470000000000001	1	0.126	-32.77	0.039	130.244	0.0723	classical
2622	Dances for Harp and Orchestra, L. 103: 1. Danse sacrée	0.9840000000000001	0.19699999999999998	293013	0.0175	0.831	2	0.0877	-26.945999999999998	0.0397	81.461	0.0423	classical
2623	Petite suite, L. 65: En bateau	0.988	0.41100000000000003	220004	0.0154	0.8959999999999999	7	0.0883	-30.326	0.0384	60.935	0.0515	classical
2624	Trois chansons de Bilitis: La flûte de Pan	0.995	0.29	165027	0.0217	0.0026899999999999997	6	0.10300000000000001	-28.677	0.0553	84.531	0.0412	classical
2625	La plus que lente, L.121	0.993	0.24	292600	0.0118	0.95	6	0.1	-28.588	0.0439	65.898	0.0457	classical
2626	Première Rhapsodie	0.9840000000000001	0.187	509533	0.0315	0.848	6	0.0663	-24.494	0.0452	161.24	0.04	classical
2627	L'Isle Joyeuse, L. 106	0.991	0.261	336267	0.10400000000000001	0.878	4	0.0702	-22.767	0.0355	104.175	0.0373	classical
2628	6 Epigraphes antiques (version for solo piano): No. 4. Pour la danseuse aux crotales	0.993	0.276	151947	0.0334	0.743	9	0.0731	-28.471	0.0392	65.515	0.0429	classical
2629	"Pelléas et Mélisande, L.88 / Act 3: ""Mes longs cheveux descendent"""	0.9740000000000001	0.29	368000	0.10300000000000001	0.0025800000000000003	2	0.23399999999999999	-24.612	0.0485	101.978	0.0642	classical
2630	Beau Soir	0.9470000000000001	0.207	134467	0.0342	0.0105	4	0.136	-23.974	0.042	78.872	0.0373	classical
2631	Preludes, L 117, Book I: X. La cathédrale engloutie	0.99	0.489	330880	0.004070000000000001	0.905	0	0.0806	-21.808000000000003	0.053	66.12100000000001	0.0389	classical
2632	Preludes arranged for Orchestra, Book II L. 123: No. 11 Les tierces alternées (Arr. Colin Matthews)	0.975	0.207	198120	0.0531	0.941	5	0.293	-33.367	0.04	123.65299999999999	0.0775	classical
2633	Images - Book 1, L. 110: 2. Hommage à Rameau	0.993	0.327	415200	0.00796	0.907	1	0.109	-28.712	0.0531	67.939	0.0398	classical
2634	L'enfant prodigue: Cortege et Air de danse	0.9390000000000001	0.23399999999999999	299267	0.0358	0.715	1	0.0707	-26.412	0.0371	136.601	0.107	classical
2635	Trio pour violon, violoncelle et piano en Sol Majeur: III. Andante espressivo	0.973	0.109	253213	0.0446	0.469	7	0.0664	-24.469	0.0421	64.735	0.0478	classical
2636	Berceuse heroique (version for orchestra)	0.965	0.0811	300827	0.00441	0.927	3	0.0966	-34.289	0.0407	84.58	0.0351	classical
2637	Masques	0.987	0.16899999999999998	319320	0.0496	0.9209999999999999	1	0.0913	-26.316999999999997	0.0408	89.14299999999999	0.0372	classical
2638	"Images pour orchestre, L.122 No. 1 ""Gigues"""	0.935	0.158	445313	0.0693	0.8740000000000001	1	0.0696	-24.476999999999997	0.0386	80.24600000000001	0.0364	classical
2639	Préludes, Livre 1: Des pas sur la neige	0.992	0.42	340173	0.000968	0.938	2	0.094	-42.691	0.0506	84.87299999999999	0.127	classical
2640	Debussy: Fantaisie for Piano and Orchestra, L. 72b: III Allegro molto (Second Version)	0.985	0.306	401707	0.136	0.909	9	0.0891	-19.344	0.0344	98.21700000000001	0.0408	classical
2641	Hommage à Haydn, L. 115	0.9890000000000001	0.379	142707	0.0494	0.875	7	0.0888	-22.435	0.0676	73.321	0.0363	classical
2642	Le Roi Lear - Incidental Music: II. Le Sommeil de Lear	0.9590000000000001	0.0836	203693	0.000959	0.968	2	0.10400000000000001	-43.646	0.0414	86.079	0.0349	classical
2643	Valse romantique	0.993	0.387	211438	0.10099999999999999	0.863	5	0.106	-21.699	0.0349	67.645	0.061	classical
2644	Symphony in B Minor (arr. T. Finno for orchestra): I. Allegro ben marcato	0.9740000000000001	0.188	250413	0.147	0.905	0	0.11199999999999999	-18.623	0.0356	98.743	0.0765	classical
2645	Petite pièce	0.9940000000000001	0.25	111600	0.0021899999999999997	0.49	7	0.0862	-33.348	0.0474	62.471000000000004	0.124	classical
2646	Khamma	0.9690000000000001	0.14800000000000002	1187893	0.0628	0.789	10	0.319	-24.228	0.0394	71.869	0.037000000000000005	classical
2647	Pelléas et Mélisande symphony	0.9520000000000001	0.068	1387240	0.013000000000000001	0.8059999999999999	3	0.0877	-27.114	0.0455	76.492	0.0311	classical
2648	Estampes : Jardins sous la pluie - Remasterisé en 2010	0.9890000000000001	0.282	241360	0.158	0.9359999999999999	1	0.0949	-18.927	0.0311	92.59100000000001	0.0605	classical
2649	Le Nozze di Figaro, K. 492: Sinfonia	0.8390000000000001	0.386	251200	0.0738	0.9470000000000001	2	0.155	-19.369	0.0433	142.499	0.172	classical
2650	Piano Concerto No. 22 in E-Flat Major, K. 482: III. Allegro - Andantino cantabile - Primo tempo	0.99	0.268	675360	0.113	0.934	3	0.121	-22.509	0.0417	92.943	0.142	classical
2651	"Symphony No.35 In D, K.385 ""Haffner"": 4. Finale (Presto) - Live"	0.9159999999999999	0.391	215667	0.212	0.813	2	0.109	-17.748	0.0399	74.751	0.529	classical
2652	Piano Quartet No. 1 in G Minor, K. 478: II. Andante	0.977	0.32	418133	0.0428	0.532	10	0.191	-24.863000000000003	0.0367	66.667	0.17300000000000001	classical
2653	"Serenade in D Major, K. 320 ""Posthorn"": 6. Minuetto"	0.935	0.498	298000	0.0955	0.903	2	0.0988	-16.642	0.0397	121.96	0.307	classical
2654	Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]	0.99	0.401	283213	0.14	0.929	0	0.078	-22.695999999999998	0.0338	130.037	0.326	classical
2655	Klarinettenkonzert A-Dur, K. 622: 2. Adagio (Jenseits von Afrika): II. Adagio	0.9670000000000001	0.122	477733	0.0182	0.8340000000000001	2	0.0735	-27.89	0.0383	77.59	0.0473	classical
2656	Sonata For Piano And Violin In E Minor, K.304: 2. Tempo di minuetto	0.968	0.35	337587	0.11800000000000001	0.0607	4	0.109	-21.193	0.0415	124.135	0.255	classical
2657	Symphony No.40 In G Minor, K.550 - (2nd Version): 1. Molto Allegro	0.919	0.326	427507	0.196	0.871	7	0.0909	-19.668	0.0437	121.288	0.195	classical
2658	Concerto for Piano and Orchestra No. 23 in A major: II. Adagio	0.9890000000000001	0.20800000000000002	417680	0.0133	0.919	6	0.23399999999999999	-28.633000000000003	0.0362	85.135	0.0397	classical
2659	Concerto in E-Flat Major K. 495: I. Allegro maestoso	0.988	0.41	457067	0.0754	0.853	3	0.24100000000000002	-21.035999999999998	0.0379	122.31	0.155	classical
2660	"Sérénade No. 10 ""Gran Partita"" K.361, en Si Bémol Majeur: Sérénade No. 10 ""Gran Partita"" K.361, en Si Bémol Majeur: III. Adagio"	0.991	0.0612	315600	0.0269	0.9520000000000001	3	0.0928	-28.644000000000002	0.0425	61.425	0.0362	classical
2661	"Symphony No.36 In C, K.425 - ""Linz"": 2. Andante"	0.9540000000000001	0.21600000000000003	421000	0.0513	0.5589999999999999	0	0.19899999999999998	-23.378	0.0404	88.603	0.062	classical
2662	Vorrei spiegarvi, oh Dio, K.418	0.976	0.298	398280	0.0823	0.134	9	0.114	-18.406	0.0539	97.67299999999999	0.0515	classical
2663	Eine kleine Gigue in G Major K.574	0.91	0.504	113000	0.42200000000000004	0.919	7	0.0787	-20.004	0.0384	133.114	0.97	classical
2664	Maurerische Trauermusik, K 477	0.963	0.162	322827	0.0258	0.826	0	0.129	-20.923000000000002	0.0343	131.403	0.0355	classical
2665	"Divertimento No. 10 in F Major, K. 247, ""Lodron Night Music No. 1"": I. Allegro"	0.975	0.408	492787	0.0409	0.598	0	0.0905	-21.388	0.0425	133.192	0.294	classical
2666	"La Clemenza di Tito: Atto secondo, scena XV. No.23 Rondo Vitellia ""Non più di fiori"""	0.986	0.27399999999999997	442413	0.0843	0.00232	5	0.174	-19.028	0.0731	73.044	0.0768	classical
2667	String Quintet in G minor KV516: I. Allegro	0.965	0.37200000000000005	630080	0.0814	0.385	7	0.14300000000000002	-20.904	0.0423	139.132	0.21100000000000002	classical
2668	"Mass in C Minor, K.427 ""Grosse Messe"": Qui tollis"	0.98	0.20600000000000002	242427	0.203	0.45899999999999996	7	0.125	-18.668	0.0423	115.899	0.0385	classical
2669	Allegretto grazioso	0.987	0.46399999999999997	618400	0.139	0.9079999999999999	2	0.0696	-20.21	0.0393	134.537	0.37200000000000005	classical
2670	Fantasia in D Minor, K.397	0.973	0.39299999999999996	324187	0.146	0.7859999999999999	7	0.114	-25.025	0.0438	128.803	0.18	classical
2671	"Die Entführung aus dem Serail, K.384 / Act 2: Nr. 11 Arie: ""Martern aller Arten"" - Live"	0.9520000000000001	0.41100000000000003	611803	0.11900000000000001	0.00185	0	0.0608	-17.215	0.0558	118.11	0.0893	classical
2672	Piano Quintet in E-Flat Major, K. 452: I. Largo - Allegro moderato	0.9940000000000001	0.32799999999999996	618013	0.0295	0.9	3	0.10099999999999999	-25.576	0.040999999999999995	75.063	0.22399999999999998	classical
2673	Piano Concerto in C Major, K. 415: III. Rondeau. Allegro	0.9209999999999999	0.32899999999999996	458293	0.145	0.7809999999999999	0	0.154	-23.636	0.0499	169.94400000000002	0.0935	classical
2674	"""Ch'io mi scordi di te... Non temer, amato bene"", K.505"	0.987	0.39299999999999996	576999	0.0852	5.8899999999999995e-05	3	0.10400000000000001	-17.717	0.0478	122.15700000000001	0.18899999999999997	classical
2675	Dissonance Quartet in C Major: Adagio, Allegro	0.968	0.304	841667	0.0745	0.442	0	0.115	-22.45	0.0396	144.053	0.29600000000000004	classical
2676	Piano Concerto No.20 in D minor, K.466: 2. Romance - Live At Severance Hall, Cleveland / 2010	0.988	0.209	575760	0.0314	0.84	10	0.102	-26.249000000000002	0.0343	81.62899999999999	0.0983	classical
2677	String Quartet No. 17 in B-Flat Major, K. 458 - 'The Hunt': I. Allegro vivace assai	0.9640000000000001	0.332	726613	0.127	0.675	10	0.0676	-15.253	0.0397	86.633	0.327	classical
2678	Concerto For 2 Pianos And Orchestra (No.10) In E Flat, K.365: 3. Rondeau (Allegro)	0.978	0.43	426667	0.147	0.9209999999999999	3	0.107	-23.705	0.0335	85.83200000000001	0.268	classical
2679	Vesperae solennes de confessore in C, K.339: Laudate Dominum omnes gentes	0.99	0.165	302667	0.0461	0.9179999999999999	5	0.106	-25.406	0.0454	81.97399999999999	0.0457	classical
2680	Violin Concerto No. 3 in G Major, K. 216: II. Adagio (Cadenza: Yakov Kreizberg)	0.958	0.18	500573	0.0529	0.203	2	0.0808	-25.866	0.0432	92.45700000000001	0.109	classical
2681	"Don Giovanni, K.527 / Act 1: ""Là ci darem la mano"""	0.978	0.311	192587	0.0779	0.00228	9	0.0586	-20.112000000000002	0.0504	90.919	0.21100000000000002	classical
2682	Piano Trio In C, K.548: 2. Andante cantabile - Live At Festspielhaus, Baden Baden, Germany / 2005	0.9790000000000001	0.322	523000	0.0151	0.175	5	0.0899	-32.43	0.0409	84.993	0.134	classical
2683	Mozart: Sinfonia Concertante in E-Flat Major, K. 364: I. Allegro maestoso	0.961	0.319	766651	0.13699999999999998	0.479	3	0.10800000000000001	-19.576	0.0406	130.045	0.204	classical
2684	Trio Kegelstatt, K 498: Rondeaux	0.992	0.366	493267	0.174	0.8690000000000001	3	0.26	-22.039	0.0365	134.909	0.489	classical
2685	Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro	0.723	0.39	468133	0.0432	0.000303	6	0.10800000000000001	-24.344	0.0506	147.436	0.326	classical
2686	"Così fan tutte, K. 588: Act 2: Rondo ""Per Pietà, Ben Mio, Perdona"""	0.985	0.201	459067	0.0216	1.38e-06	4	0.12300000000000001	-24.703000000000003	0.0646	61.51	0.0416	classical
2687	Sonata in A major K.331: III. Alla turca . Allegretto	0.983	0.38799999999999996	218933	0.203	0.929	4	0.0877	-23.585	0.0343	133.847	0.361	classical
2688	"Die Zauberflöte, K.620 / Zweiter Aufzug: ""Der Hölle Rache kocht in meinem Herzen"""	0.982	0.44	176040	0.205	0.0375	5	0.106	-13.323	0.0555	144.378	0.196	classical
2689	Sonata No. 13 in B-Flat Major, K. 333: I. Allegro	0.9940000000000001	0.389	422587	0.13	0.897	10	0.124	-22.729	0.0384	135.197	0.363	classical
2690	Symphony No.39 In E Flat, K.543: 3. Menuetto (Allegretto)	0.987	0.43799999999999994	263493	0.0886	0.9129999999999999	3	0.11	-19.297	0.0358	78.32300000000001	0.354	classical
2691	Concerto for Flute and Harp in C Major, K. 299: III. Rondo	0.986	0.44799999999999995	603320	0.05	0.882	0	0.109	-27.67	0.0378	84.39	0.163	classical
2692	Zaïde - Arie: Ruhe sanft, mein holdes leben	0.96	0.312	432107	0.0572	0.028999999999999998	7	0.128	-23.522	0.0512	113.523	0.0384	classical
2693	"Serenade in D, K.250 ""Haffner"": 4. Rondo (Allegro)"	0.9490000000000001	0.387	440507	0.14400000000000002	0.457	7	0.17	-23.357	0.0387	140.85	0.391	classical
2694	Piano Sonata No.9 In D, K.311: 2. Andantino con espressione	0.995	0.382	344920	0.0221	0.919	7	0.0721	-27.086	0.0474	72.56	0.36	classical
2695	"String Quartet No. 23 in F Major, K. 590 ""Prussian No. 3"": III. Minuetto. Allegretto"	0.9259999999999999	0.44	246120	0.11900000000000001	0.36700000000000005	5	0.18100000000000002	-15.344000000000001	0.0456	147.308	0.5670000000000001	classical
2696	"Symphony No.41 In C, K.551 - ""Jupiter"": 4. Molto allegro - Live"	0.95	0.337	701250	0.266	0.929	0	0.0584	-14.873	0.0377	137.305	0.341	classical
2697	Piano Concerto No.21 in C, K.467: 2. Andante	0.9840000000000001	0.251	463000	0.025	0.953	5	0.0938	-30.016	0.0336	81.402	0.0991	classical
2698	Requiem: Lacrimosa	0.932	0.162	169667	0.102	0.9	2	0.17	-23.315	0.036000000000000004	131.626	0.0445	classical
2699	Partita No.1 In B Flat Major, BWV 825: Prelude	0.9940000000000001	0.35	107933	0.10400000000000001	0.904	10	0.125	-25.866999999999997	0.0343	97.929	0.634	classical
2700	Brandenburg Concerto No. 3 in G Major, BWV 1048: I. [Allegro]	0.879	0.5670000000000001	332320	0.369	0.0047799999999999995	6	0.126	-14.772	0.040999999999999995	101.105	0.8909999999999999	classical
2701	Suite No.3 In D Major, BWV 1068: 2. Air	0.932	0.0855	280826	0.174	0.764	2	0.154	-20.636	0.0424	65.503	0.0763	classical
2702	Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: I. Vivace	0.875	0.61	208493	0.473	0.0023	1	0.245	-15.869000000000002	0.0438	107.51700000000001	0.809	classical
2703	"Choral ""Jesu, meine Freude"" de la Cantate ""Herz und Mund Tat und Leben"" en sol majeur, BWV 147"	0.995	0.298	209600	0.0357	0.8640000000000001	7	0.12300000000000001	-31.271	0.0403	67.197	0.425	classical
2704	Italian Concerto in F Major, BWV 971: I. ?	0.992	0.368	235800	0.20199999999999999	0.8959999999999999	5	0.124	-23.873	0.0364	100.867	0.835	classical
2705	Matthäus-Passion: Zweiter Teil, 39. Aria (Alt) Erbarme dich	0.883	0.243	344560	0.159	1.4599999999999999e-05	10	0.13	-21.116	0.0461	116.05	0.174	classical
2706	Suite No. 2 in D Minor BWV 1008.: IV. Sarabande	0.9670000000000001	0.215	246733	0.0298	0.887	5	0.0865	-23.416999999999998	0.0424	104.87	0.0667	classical
2707	Mass in B Minor, BWV 232: Aria: Qui sedes ad dextram Patris (Alto)	0.972	0.252	265027	0.0312	0.00413	10	0.183	-25.62	0.0446	113.038	0.188	classical
2708	Partita for Violin Solo No.2 in D minor, BWV 1004: 5. Ciaccona	0.9940000000000001	0.32899999999999996	840387	0.06	0.495	2	0.141	-17.374000000000002	0.061	59.523	0.39299999999999996	classical
2709	"6 Chorale Preludes ""Schübler-Chorales"": Wachet auf, ruft uns die Stimme, BWV 645"	0.763	0.136	276627	0.0334	0.34600000000000003	3	0.11699999999999999	-27.654	0.034	71.917	0.128	classical
2710	Mass in B Minor, BWV 232: Agnus Dei: Agnus Dei (Alto)	0.976	0.10800000000000001	319453	0.0099	0.00361	11	0.162	-31.557	0.0469	86.29700000000001	0.0442	classical
2711	The Well-Tempered Clavier,BWV 846: Prelude I in C Major	0.753	0.159	150213	0.155	0.813	10	0.18600000000000003	-31.61	0.0351	133.046	0.23399999999999999	classical
2712	"Bach, JS : Cantata No.208 Was mir behagt BWV208, 'Hunt' : IX Aria - ""Schafe können sicher weiden"" [Pales]"	0.971	0.22399999999999998	297026	0.0483	0.0288	9	0.153	-23.287	0.0466	100.555	0.0645	classical
2713	English Suite No.2 in A minor, BWV 807: 2. Allemande	0.991	0.278	195533	0.0784	0.873	9	0.0696	-30.525	0.0464	128.001	0.562	classical
2714	Christ lag in Todes Banden, BWV 4: Duet: Den Tod niemand zwingen kunnt (Soprano, Alto)	0.993	0.23199999999999998	221493	0.0312	0.214	5	0.102	-24.654	0.0429	58.813	0.0457	classical
2715	Concerto for Three Violins, BWV 1064R: I. Allegro	0.825	0.42	391613	0.281	0.000135	1	0.19899999999999998	-15.290999999999999	0.0445	89.42299999999999	0.792	classical
2716	Erster Teil - Jauchzet, Frohlocket, Auf, Preiset Die Tage: Aria (Bass) - Großer Herr, O Starker König (Bach)	0.93	0.531	268200	0.324	0.0644	1	0.0625	-12.987	0.0354	93.163	0.69	classical
2717	Partita No. 4 in D Major, BWV 828: II. Allemande	0.995	0.24100000000000002	573533	0.0381	0.905	2	0.0838	-27.813000000000002	0.0509	70.682	0.11599999999999999	classical
2718	Suite No. 6 in D Major, BWV 1012: V. Gavotte I - Gavotte II - Gavotte I	0.992	0.273	273227	0.0534	0.8759999999999999	1	0.12300000000000001	-22.871	0.0489	106.574	0.413	classical
2719	"""Christen, ätzet diesen Tag"", BWV 63: I. Choral ""Christen, ätzet diesen Tag"""	0.9690000000000001	0.335	323760	0.292	0.0843	11	0.0962	-16.495	0.0365	171.925	0.5920000000000001	classical
2720	French Suite No. 1 in D Minor, BWV 812: I. Allemande - Remastered	0.995	0.402	93227	0.252	0.8490000000000001	2	0.14	-22.52	0.0485	99.945	0.9640000000000001	classical
2721	Lobet den Herrn, alle Heiden, BWV 230	0.9840000000000001	0.217	378107	0.265	0.00271	11	0.10400000000000001	-21.539	0.0587	92.65799999999999	0.295	classical
2722	"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106"	0.996	0.457	138840	0.0252	0.875	3	0.0975	-35.116	0.0621	74.137	0.168	classical
2723	"Choral ""Aus tiefer Not"" (Schlußchoral der Kantate BWV 38)"	0.9490000000000001	0.11199999999999999	81813	0.0017	0.848	6	0.133	-36.045	0.0517	65.91	0.561	classical
2724	Goldberg Variations BWV 988: Goldberg Variations BWV 988: Aria Da Capo e Fine	0.7859999999999999	0.32799999999999996	158240	0.17300000000000001	3.53e-05	6	0.111	-21.61	0.0379	88.85600000000001	0.342	classical
2725	"Widerstehe doch der Sünde, BWV 54: Widerstehe doch der Sünde, BWV 54: 1. Aria ""Widerstehe doch der Sünde"""	0.904	0.457	418400	0.0698	2.4299999999999998e-05	4	0.10800000000000001	-21.935	0.0367	113.76	0.255	classical
2726	Das Wohltemperierte Klavier: Book 2, BWV 870-893: Präludium f-Moll, BWV 881	0.995	0.326	248293	0.0436	0.9079999999999999	5	0.0997	-30.607	0.0407	70.119	0.45799999999999996	classical
2727	BWV82: Aria: Schlummert ein, ihr matten Augen	0.978	0.212	601747	0.0321	0.332	4	0.174	-25.56	0.0476	112.10799999999999	0.0977	classical
2728	Violin Partita No. 3 in E Major, BWV 1006 (arr. P. Galbraith): III. Gavotte en rondeau	0.983	0.282	159800	0.27899999999999997	0.945	4	0.10400000000000001	-22.318	0.0486	166.715	0.853	classical
2729	Musical Offering, BWV 1079: Ricercar a 6	0.995	0.449	547830	0.0933	0.925	0	0.0936	-21.741999999999997	0.0528	91.02600000000001	0.125	classical
2730	"Schübler Chorale Preludes: Schübler Chorale Preludes: VI. ""Kommst du nun, Jesu, vom Himmel herunter"", BWV 650"	0.74	0.17800000000000002	204000	0.0489	0.0	6	0.257	-26.129	0.0389	89.645	0.573	classical
2731	Toccata and Fugue in D minor, BWV 565	0.423	0.128	482067	0.157	0.865	2	0.374	-19.772000000000002	0.0335	96.935	0.125	classical
2732	Lute Suite in E Minor, BWV 996: IV. Sarabande	0.9359999999999999	0.41200000000000003	244080	0.0196	0.7340000000000001	3	0.0921	-31.877	0.0458	81.915	0.168	classical
